Level,Exact Match (%),Char Accuracy (%),Failed Images,Time (s)
blur_1,55.652,92.75994072875677,0,8647.56
blur_2,67.762,94.87150317463475,0,8903.95
blur_3,59.727,92.96259206352183,0,9151.96
