Level,Exact Match (%),Char Accuracy (%),Failed Images,Time (s)
illum_1,12.703000000000001,86.20128571429247,0,8083.35
illum_2,9.193999999999999,77.20931230160912,0,7975.23
illum_3,95.027,99.28986904762293,0,7757.47
